name_variant,athlete_id,type
Puoch,portland_fire_nyadiew_puoch,auto_alias
Barker,portland_fire_sarah_ashlee_barker,auto_alias
Sarah Ashlee Barker,portland_fire_sarah_ashlee_barker,canonical
S. Barker,portland_fire_sarah_ashlee_barker,auto_alias
Williams,portland_fire_serah_williams,auto_alias
Serah Williams,portland_fire_serah_williams,canonical
S. Williams,portland_fire_serah_williams,auto_alias
Oblak,portland_fire_teja_oblak,auto_alias
Teja Oblak,portland_fire_teja_oblak,canonical
T. Oblak,portland_fire_teja_oblak,auto_alias
Fam,seattle_storm_awa_fam,auto_alias
Awa Fam,seattle_storm_awa_fam,canonical
A. Fam,seattle_storm_awa_fam,auto_alias
dominique malonga,seattle_storm_dominique_malonga,auto_alias
D. Malonga,seattle_storm_dominique_malonga,auto_alias
Malonga,seattle_storm_dominique_malonga,auto_alias
ezi magbegor,seattle_storm_ezi_magbegor,auto_alias
Magbegor,seattle_storm_ezi_magbegor,auto_alias
E. Magbegor,seattle_storm_ezi_magbegor,auto_alias
F. Johnson,seattle_storm_flau_jae_johnson,auto_alias
Johnson,seattle_storm_flau_jae_johnson,auto_alias
flau'jae johnson,seattle_storm_flau_jae_johnson,auto_alias
Flau jae Johnson,seattle_storm_flau_jae_johnson,auto_alias
Jade Melbourne,seattle_storm_jade_melbourne,canonical
J. Melbourne,seattle_storm_jade_melbourne,auto_alias
Melbourne,seattle_storm_jade_melbourne,auto_alias
Jordan Horston,seattle_storm_jordan_horston,canonical
Horston,seattle_storm_jordan_horston,auto_alias
J. Horston,seattle_storm_jordan_horston,auto_alias
katie lou samuelson,seattle_storm_katie_lou_samuelson,auto_alias
Samuelson,seattle_storm_katie_lou_samuelson,auto_alias
K. Samuelson,seattle_storm_katie_lou_samuelson,auto_alias
Holmes,seattle_storm_mackenzie_holmes,auto_alias
Mackenzie Holmes,seattle_storm_mackenzie_holmes,canonical
M. Holmes,seattle_storm_mackenzie_holmes,auto_alias
Hiedeman,seattle_storm_natisha_hiedeman,auto_alias
Natisha Hiedeman,seattle_storm_natisha_hiedeman,canonical
N. Hiedeman,seattle_storm_natisha_hiedeman,auto_alias
S. Dolson,seattle_storm_stefanie_dolson,auto_alias
Dolson,seattle_storm_stefanie_dolson,auto_alias
Stefanie Dolson,seattle_storm_stefanie_dolson,canonical
taina mair,seattle_storm_taina_mair,auto_alias
Mair,seattle_storm_taina_mair,auto_alias
T. Mair,seattle_storm_taina_mair,auto_alias
T. Thierry,seattle_storm_taylor_thierry,auto_alias
taylor thierry,seattle_storm_taylor_thierry,auto_alias
Thierry,seattle_storm_taylor_thierry,auto_alias
zia cooke,seattle_storm_zia_cooke,auto_alias
Cooke,seattle_storm_zia_cooke,auto_alias
Z. Cooke,seattle_storm_zia_cooke,auto_alias
Brittney Sykes,toronto_tempo_brittney_sykes,canonical
B. Sykes,toronto_tempo_brittney_sykes,auto_alias
Sykes,toronto_tempo_brittney_sykes,auto_alias
I. Harrison,toronto_tempo_isabelle_harrison,auto_alias
Harrison,toronto_tempo_isabelle_harrison,auto_alias
isabelle harrison,toronto_tempo_isabelle_harrison,auto_alias
julie allemand,toronto_tempo_julie_allemand,auto_alias
Allemand,toronto_tempo_julie_allemand,auto_alias
J. Allemand,toronto_tempo_julie_allemand,auto_alias
Kia Nurse,toronto_tempo_kia_nurse,canonical
K. Nurse,toronto_tempo_kia_nurse,auto_alias
Nurse,toronto_tempo_kia_nurse,auto_alias
Rice,toronto_tempo_kiki_rice,auto_alias
kiki rice,toronto_tempo_kiki_rice,auto_alias
K. Rice,toronto_tempo_kiki_rice,auto_alias
L. Juskaite,toronto_tempo_laura_juskaite,auto_alias
Laura Juskaite,toronto_tempo_laura_juskaite,canonical
Juskaite,toronto_tempo_laura_juskaite,auto_alias
Maria Conde,toronto_tempo_maria_conde,canonical
M. Conde,toronto_tempo_maria_conde,auto_alias
Conde,toronto_tempo_maria_conde,auto_alias
M. Mabrey,toronto_tempo_marina_mabrey,auto_alias
Marina Mabrey,toronto_tempo_marina_mabrey,canonical
Mabrey,toronto_tempo_marina_mabrey,auto_alias
Nyara Sabally,toronto_tempo_nyara_sabally,canonical
N. Sabally,toronto_tempo_nyara_sabally,auto_alias
Sabally,toronto_tempo_nyara_sabally,auto_alias
temi fagbenle,toronto_tempo_temi_fagbenle,auto_alias
Fagbenle,toronto_tempo_temi_fagbenle,auto_alias
T. Fagbenle,toronto_tempo_temi_fagbenle,auto_alias
teonni key,toronto_tempo_teonni_key,auto_alias
T. Key,toronto_tempo_teonni_key,auto_alias
Key,toronto_tempo_teonni_key,auto_alias
tima pouye,toronto_tempo_tima_pouye,auto_alias
T. Pouye,toronto_tempo_tima_pouye,auto_alias
Pouye,toronto_tempo_tima_pouye,auto_alias
Florez,washington_mystics_alicia_florez,auto_alias
alicia florez,washington_mystics_alicia_florez,auto_alias
A. Florez,washington_mystics_alicia_florez,auto_alias
Angela Dugalic,washington_mystics_angela_dugalic,canonical
A. Dugalic,washington_mystics_angela_dugalic,auto_alias
Dugalic,washington_mystics_angela_dugalic,auto_alias
C. Prosper,washington_mystics_cassandre_prosper,auto_alias
cassandre prosper,washington_mystics_cassandre_prosper,auto_alias
Prosper,washington_mystics_cassandre_prosper,auto_alias
C. McMahon,washington_mystics_cotie_mcmahon,auto_alias
cotie mcmahon,washington_mystics_cotie_mcmahon,auto_alias
McMahon,washington_mystics_cotie_mcmahon,auto_alias
D. Littlepage-Buggs,washington_mystics_darianna_littlepage_buggs,auto_alias
Darianna Littlepage Buggs,washington_mystics_darianna_littlepage_buggs,auto_alias
darianna littlepage-buggs,washington_mystics_darianna_littlepage_buggs,auto_alias
Littlepage-Buggs,washington_mystics_darianna_littlepage_buggs,auto_alias
georgia amoore,washington_mystics_georgia_amoore,auto_alias
G. Amoore,washington_mystics_georgia_amoore,auto_alias
Amoore,washington_mystics_georgia_amoore,auto_alias
K. Iriafen,washington_mystics_kiki_iriafen,auto_alias
kiki iriafen,washington_mystics_kiki_iriafen,auto_alias
Iriafen,washington_mystics_kiki_iriafen,auto_alias
Lauren Betts,washington_mystics_lauren_betts,canonical
Betts,washington_mystics_lauren_betts,auto_alias
L. Betts,washington_mystics_lauren_betts,auto_alias
L. Olsen,washington_mystics_lucy_olsen,auto_alias
lucy olsen,washington_mystics_lucy_olsen,auto_alias
Olsen,washington_mystics_lucy_olsen,auto_alias
Onyenwere,washington_mystics_michaela_onyenwere,auto_alias
Michaela Onyenwere,washington_mystics_michaela_onyenwere,canonical
M. Onyenwere,washington_mystics_michaela_onyenwere,auto_alias
Rori Harmon,washington_mystics_rori_harmon,canonical
Harmon,washington_mystics_rori_harmon,auto_alias
R. Harmon,washington_mystics_rori_harmon,auto_alias
shakira austin,washington_mystics_shakira_austin,auto_alias
Austin,washington_mystics_shakira_austin,auto_alias
S. Austin,washington_mystics_shakira_austin,auto_alias
S. Citron,washington_mystics_sonia_citron,auto_alias
sonia citron,washington_mystics_sonia_citron,auto_alias
Citron,washington_mystics_sonia_citron,auto_alias
