photo_readiness_rank,photo_review_readiness_bucket,manual_action_group,source_tier,scope_id,league_id,team_id,team_name,player_name,operator_verify_required,source_domain,source_candidate_url,candidate_action_row_ref,candidate_action_file,source_priority_row_ref,source_priority_file,triage_row_ref,triage_file,candidate_entity_id,linked_queue_bucket,render_readiness,photo_asset_blocker,future_download_intake_status,next_manual_action,download_approved,source_url,entity_id,rights_class,identity_confidence,intended_review_only_use,operator_decision,operator_notes,review_only,approval_state_change,candidate_state_change,asset_downloads,headshot_writes,approved_marker_writes,publish_ready,auto_approval,auto_publish,move_files,paid_apis
28,park_gray_area_lead_no_photo_use,gray_area_reputable_media_lead,gray_area_public_lead,europe_top_flight,serie_a_women_italy,all_teams_backup,ALL_TEAMS_BACKUP,,yes,soccerdonna.de,https://www.soccerdonna.de/en/serie-a-women/startseite/wettbewerb_IT1.html,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=31,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=17,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=10,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,all_teams_backup,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Keep as research-only lead; require official roster or identity confirmation before any photo-review intake.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
29,park_gray_area_lead_no_photo_use,gray_area_reputable_media_lead,gray_area_public_lead,europe_top_flight,serie_a_women_italy,sassuolo_women,Sassuolo Women,,yes,soccerdonna.de,https://www.soccerdonna.de/en/us-sassuolo/startseite/verein_6329.html,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=32,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=18,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=10,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,sassuolo_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Keep as research-only lead; require official roster or identity confirmation before any photo-review intake.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
30,park_gray_area_lead_no_photo_use,gray_area_reputable_media_lead,gray_area_public_lead,europe_top_flight,serie_a_women_italy,ternana_women,Ternana Women,,yes,soccerdonna.de,https://www.soccerdonna.de/en/ternana-women/kader/verein_7549.html,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=33,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=19,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=10,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,ternana_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Keep as research-only lead; require official roster or identity confirmation before any photo-review intake.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
31,park_gray_area_lead_no_photo_use,gray_area_reputable_media_lead,gray_area_public_lead,europe_top_flight,arkema_premiere_ligue_france,all_teams_backup,ALL_TEAMS_BACKUP,,yes,globalsportsarchive.com,https://globalsportsarchive.com/en/soccer/competition/arkema-premiere-ligue-2025-2026/76150,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=34,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=20,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=11,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,all_teams_backup,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Keep as research-only lead; require official roster or identity confirmation before any photo-review intake.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
32,future_quarantine_download_intake_prep,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,wsl_england,arsenal_women,Arsenal Women,,no,wslfootball.com,https://www.wslfootball.com/clubs/arsenal/squad,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=56,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=56,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=7,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,arsenal_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Prepare future human-edited quarantine-download intake only; generated row does not authorize any download.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
33,future_quarantine_download_intake_prep,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,wsl_england,aston_villa_women,Aston Villa Women,,no,wslfootball.com,https://www.wslfootball.com/clubs/aston-villa/squad,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=57,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=57,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=7,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,aston_villa_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Prepare future human-edited quarantine-download intake only; generated row does not authorize any download.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
34,future_quarantine_download_intake_prep,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,wsl_england,brighton_and_hove_albion_women,Brighton & Hove Albion Women,,no,wslfootball.com,https://www.wslfootball.com/clubs/brighton-hove-albion/squad,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=58,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=58,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=7,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,brighton_and_hove_albion_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Prepare future human-edited quarantine-download intake only; generated row does not authorize any download.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
35,future_quarantine_download_intake_prep,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,wsl_england,chelsea_women,Chelsea Women,,no,wslfootball.com,https://www.wslfootball.com/clubs/chelsea/squad,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=59,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=59,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=7,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,chelsea_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Prepare future human-edited quarantine-download intake only; generated row does not authorize any download.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
36,future_quarantine_download_intake_prep,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,wsl_england,everton_women,Everton Women,,no,wslfootball.com,https://www.wslfootball.com/clubs/everton/squad,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=60,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=60,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=7,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,everton_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Prepare future human-edited quarantine-download intake only; generated row does not authorize any download.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
37,future_quarantine_download_intake_prep,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,wsl_england,leicester_city_women,Leicester City Women,,no,wslfootball.com,https://www.wslfootball.com/clubs/leicester-city/squad,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=61,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=61,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=7,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,leicester_city_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Prepare future human-edited quarantine-download intake only; generated row does not authorize any download.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
38,future_quarantine_download_intake_prep,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,wsl_england,liverpool_women,Liverpool Women,,no,wslfootball.com,https://www.wslfootball.com/clubs/liverpool/squad,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=62,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=62,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=7,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,liverpool_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Prepare future human-edited quarantine-download intake only; generated row does not authorize any download.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
39,future_quarantine_download_intake_prep,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,wsl_england,london_city_lionesses,London City Lionesses,,no,wslfootball.com,https://www.wslfootball.com/clubs/london-city-lionesses/squad,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=63,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=63,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=7,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,london_city_lionesses,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Prepare future human-edited quarantine-download intake only; generated row does not authorize any download.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
40,future_quarantine_download_intake_prep,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,wsl_england,manchester_city_women,Manchester City Women,,no,wslfootball.com,https://www.wslfootball.com/clubs/manchester-city/squad,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=64,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=64,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=7,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,manchester_city_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Prepare future human-edited quarantine-download intake only; generated row does not authorize any download.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
41,future_quarantine_download_intake_prep,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,wsl_england,manchester_united_women,Manchester United Women,,no,wslfootball.com,https://www.wslfootball.com/clubs/manchester-united/squad,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=65,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=65,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=7,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,manchester_united_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Prepare future human-edited quarantine-download intake only; generated row does not authorize any download.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
42,future_quarantine_download_intake_prep,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,wsl_england,tottenham_hotspur_women,Tottenham Hotspur Women,,no,wslfootball.com,https://www.wslfootball.com/clubs/tottenham-hotspur/squad,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=66,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=66,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=7,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,tottenham_hotspur_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Prepare future human-edited quarantine-download intake only; generated row does not authorize any download.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
43,future_quarantine_download_intake_prep,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,wsl_england,west_ham_united_women,West Ham United Women,,no,wslfootball.com,https://www.wslfootball.com/clubs/west-ham-united/squad,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=67,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=67,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=7,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,west_ham_united_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Prepare future human-edited quarantine-download intake only; generated row does not authorize any download.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
44,future_quarantine_download_intake_prep,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,liga_f_spain,alhama_cf_elpozo,Alhama CF ElPozo,,no,ligaf.es,https://ligaf.es/equipo/alhama-cf-femenino/20478/plantilla/2026,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=68,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=68,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,alhama_cf_elpozo,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Prepare future human-edited quarantine-download intake only; generated row does not authorize any download.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
45,future_quarantine_download_intake_prep,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,liga_f_spain,athletic_club,Athletic Club,,no,ligaf.es,https://ligaf.es/equipo/athletic-club-femenino/8845/plantilla/2026,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=69,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=69,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,athletic_club,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Prepare future human-edited quarantine-download intake only; generated row does not authorize any download.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
46,future_quarantine_download_intake_prep,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,liga_f_spain,atl_tico_de_madrid,Atlético de Madrid,,no,ligaf.es,https://ligaf.es/equipo/club-atletico-de-madrid-femenino/12279/plantilla/2026,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=70,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=70,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,atl_tico_de_madrid,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Prepare future human-edited quarantine-download intake only; generated row does not authorize any download.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
47,future_quarantine_download_intake_prep,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,liga_f_spain,costa_adeje_tenerife,Costa Adeje Tenerife,,no,ligaf.es,https://ligaf.es/equipo/ud-granadilla-tenerife-sur-femenino/12369/plantilla/2026,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=71,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=71,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,costa_adeje_tenerife,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Prepare future human-edited quarantine-download intake only; generated row does not authorize any download.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
48,future_quarantine_download_intake_prep,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,liga_f_spain,dux_logro_o,DUX Logroño,,no,ligaf.es,https://ligaf.es/equipo/edf-logrono-femenina/51737/plantilla/2026,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=72,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=72,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,dux_logro_o,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Prepare future human-edited quarantine-download intake only; generated row does not authorize any download.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
49,future_quarantine_download_intake_prep,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,liga_f_spain,deportivo_abanca,Deportivo Abanca,,no,ligaf.es,https://ligaf.es/equipo/deportivo-femenino/8870/plantilla/2026,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=73,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=73,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,deportivo_abanca,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Prepare future human-edited quarantine-download intake only; generated row does not authorize any download.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
50,future_quarantine_download_intake_prep,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,liga_f_spain,fc_badalona_women,FC Badalona Women,,no,ligaf.es,https://ligaf.es/equipo/levante-las-planas-femenino/20435/plantilla/2026,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=74,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=74,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,fc_badalona_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Prepare future human-edited quarantine-download intake only; generated row does not authorize any download.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
51,future_quarantine_download_intake_prep,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,liga_f_spain,fc_barcelona,FC Barcelona,,no,ligaf.es,https://ligaf.es/equipo/fc-barcelona-femenino/8852/plantilla/2026,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=75,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=75,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,fc_barcelona,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Prepare future human-edited quarantine-download intake only; generated row does not authorize any download.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
52,future_quarantine_download_intake_prep,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,liga_f_spain,granada_cf,Granada CF,,no,ligaf.es,https://ligaf.es/equipo/granada-cf-femenino/8909/plantilla/2026,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=76,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=76,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,granada_cf,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Prepare future human-edited quarantine-download intake only; generated row does not authorize any download.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
53,future_quarantine_download_intake_prep,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,liga_f_spain,levante_ud,Levante UD,,no,ligaf.es,https://ligaf.es/equipo/levante-ud-femenino/8859/plantilla/2026,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=77,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=77,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,levante_ud,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Prepare future human-edited quarantine-download intake only; generated row does not authorize any download.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
54,future_quarantine_download_intake_prep,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,liga_f_spain,madrid_cff,Madrid CFF,,no,ligaf.es,https://ligaf.es/equipo/madrid-cf-femenino/12358/plantilla/2026,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=78,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=78,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,madrid_cff,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Prepare future human-edited quarantine-download intake only; generated row does not authorize any download.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
55,future_quarantine_download_intake_prep,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,liga_f_spain,rcd_espanyol_de_barcelona,RCD Espanyol de Barcelona,,no,ligaf.es,https://ligaf.es/equipo/rcd-espanyol-femenino/8847/plantilla/2026,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=79,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=79,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,rcd_espanyol_de_barcelona,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Prepare future human-edited quarantine-download intake only; generated row does not authorize any download.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
