worksheet_order,worksheet_section,sport_family,sport_label,asset_domain,display_name,candidate_id,review_state,first_action_bucket,source_verification_bucket,missing_local_candidate_asset,download_law_status,download_approved,download_source_url,download_entity_id,rights_class,identity_confidence,intended_review_only_use,quarantine_folder,future_download_required_fields,source_to_open,board_to_open,contact_sheet_to_open,intake_to_fill,intake_row_key,fields_mike_can_fill_now,fields_that_must_stay_blank,fields_that_must_remain_hold,operator_source_reviewed,operator_source_allowed_for_review_only,operator_identity_match,operator_rights_reviewed,operator_decision,source_url_to_record,operator_notes,reviewed_by,reviewed_at_local,local_asset_present,local_asset_needed_later,do_not_touch,guardrail_note
ND01,athlete_source_only_review,womens_hockey,Women's Hockey,athlete_photo,operator_add_player_from_league_player_index,boston_fleet_league_player_index_candidate_03,source_candidate_only_local_asset_missing,1_source_verification,official_league_or_team_source_manual_verify,yes,future_quarantine_download_intake_required,no,,,,,,data/assets/quarantine/review_only_candidates,download_approved|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use,https://www.thepwhl.com/en/stats/player-stats,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/boston_fleet.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_contact_sheet.csv,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,sport_family=womens_hockey; entity_id=boston_fleet; candidate_id=boston_fleet_league_player_index_candidate_03,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path until named athlete evidence and a local candidate asset exist,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,,,,,,,,,,no,yes,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,review-only worksheet; generated human-decision cells are blank; no downloads; no approval-state changes; no headshot or marker writes
ND29,athlete_source_only_review,womens_hockey,Women's Hockey,athlete_photo,operator_add_player_from_team_roster,seattle_torrent_roster_source_candidate_01,source_candidate_only_local_asset_missing,1_source_verification,official_league_or_team_source_manual_verify,yes,future_quarantine_download_intake_required,no,,,,,,data/assets/quarantine/review_only_candidates,download_approved|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use,https://www.thepwhl.com/en/teams/seattle-torrent/roster,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/seattle_torrent.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_contact_sheet.csv,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,sport_family=womens_hockey; entity_id=seattle_torrent; candidate_id=seattle_torrent_roster_source_candidate_01,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path until named athlete evidence and a local candidate asset exist,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,,,,,,,,,,no,yes,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,review-only worksheet; generated human-decision cells are blank; no downloads; no approval-state changes; no headshot or marker writes
ND30,athlete_source_only_review,womens_hockey,Women's Hockey,athlete_photo,operator_add_player_from_team_profile_source,seattle_torrent_team_profile_source_candidate_02,source_candidate_only_local_asset_missing,1_source_verification,official_league_or_team_source_manual_verify,yes,future_quarantine_download_intake_required,no,,,,,,data/assets/quarantine/review_only_candidates,download_approved|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use,https://www.thepwhl.com/en/teams/seattle-torrent,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/seattle_torrent.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_contact_sheet.csv,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,sport_family=womens_hockey; entity_id=seattle_torrent; candidate_id=seattle_torrent_team_profile_source_candidate_02,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path until named athlete evidence and a local candidate asset exist,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,,,,,,,,,,no,yes,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,review-only worksheet; generated human-decision cells are blank; no downloads; no approval-state changes; no headshot or marker writes
ND31,athlete_source_only_review,womens_hockey,Women's Hockey,athlete_photo,operator_add_player_from_league_player_index,toronto_sceptres_league_player_index_candidate_03,source_candidate_only_local_asset_missing,1_source_verification,official_league_or_team_source_manual_verify,yes,future_quarantine_download_intake_required,no,,,,,,data/assets/quarantine/review_only_candidates,download_approved|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use,https://www.thepwhl.com/en/stats/player-stats,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/toronto_sceptres.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_contact_sheet.csv,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,sport_family=womens_hockey; entity_id=toronto_sceptres; candidate_id=toronto_sceptres_league_player_index_candidate_03,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path until named athlete evidence and a local candidate asset exist,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,,,,,,,,,,no,yes,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,review-only worksheet; generated human-decision cells are blank; no downloads; no approval-state changes; no headshot or marker writes
ND32,athlete_source_only_review,womens_hockey,Women's Hockey,athlete_photo,operator_add_player_from_team_roster,toronto_sceptres_roster_source_candidate_01,source_candidate_only_local_asset_missing,1_source_verification,official_league_or_team_source_manual_verify,yes,future_quarantine_download_intake_required,no,,,,,,data/assets/quarantine/review_only_candidates,download_approved|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use,https://www.thepwhl.com/en/teams/toronto-sceptres/roster,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/toronto_sceptres.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_contact_sheet.csv,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,sport_family=womens_hockey; entity_id=toronto_sceptres; candidate_id=toronto_sceptres_roster_source_candidate_01,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path until named athlete evidence and a local candidate asset exist,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,,,,,,,,,,no,yes,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,review-only worksheet; generated human-decision cells are blank; no downloads; no approval-state changes; no headshot or marker writes
ND33,athlete_source_only_review,womens_hockey,Women's Hockey,athlete_photo,operator_add_player_from_team_profile_source,toronto_sceptres_team_profile_source_candidate_02,source_candidate_only_local_asset_missing,1_source_verification,official_league_or_team_source_manual_verify,yes,future_quarantine_download_intake_required,no,,,,,,data/assets/quarantine/review_only_candidates,download_approved|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use,https://www.thepwhl.com/en/teams/toronto-sceptres,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/toronto_sceptres.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_contact_sheet.csv,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,sport_family=womens_hockey; entity_id=toronto_sceptres; candidate_id=toronto_sceptres_team_profile_source_candidate_02,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path until named athlete evidence and a local candidate asset exist,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,,,,,,,,,,no,yes,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,review-only worksheet; generated human-decision cells are blank; no downloads; no approval-state changes; no headshot or marker writes
ND34,athlete_source_only_review,womens_hockey,Women's Hockey,athlete_photo,operator_add_player_from_league_player_index,vancouver_goldeneyes_league_player_index_candidate_03,source_candidate_only_local_asset_missing,1_source_verification,official_league_or_team_source_manual_verify,yes,future_quarantine_download_intake_required,no,,,,,,data/assets/quarantine/review_only_candidates,download_approved|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use,https://www.thepwhl.com/en/stats/player-stats,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/vancouver_goldeneyes.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_contact_sheet.csv,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,sport_family=womens_hockey; entity_id=vancouver_goldeneyes; candidate_id=vancouver_goldeneyes_league_player_index_candidate_03,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path until named athlete evidence and a local candidate asset exist,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,,,,,,,,,,no,yes,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,review-only worksheet; generated human-decision cells are blank; no downloads; no approval-state changes; no headshot or marker writes
ND35,athlete_source_only_review,womens_hockey,Women's Hockey,athlete_photo,operator_add_player_from_team_roster,vancouver_goldeneyes_roster_source_candidate_01,source_candidate_only_local_asset_missing,1_source_verification,official_league_or_team_source_manual_verify,yes,future_quarantine_download_intake_required,no,,,,,,data/assets/quarantine/review_only_candidates,download_approved|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use,https://www.thepwhl.com/en/teams/vancouver-goldeneyes/roster,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/vancouver_goldeneyes.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_contact_sheet.csv,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,sport_family=womens_hockey; entity_id=vancouver_goldeneyes; candidate_id=vancouver_goldeneyes_roster_source_candidate_01,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path until named athlete evidence and a local candidate asset exist,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,,,,,,,,,,no,yes,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,review-only worksheet; generated human-decision cells are blank; no downloads; no approval-state changes; no headshot or marker writes
ND36,athlete_source_only_review,womens_hockey,Women's Hockey,athlete_photo,operator_add_player_from_team_profile_source,vancouver_goldeneyes_team_profile_source_candidate_02,source_candidate_only_local_asset_missing,1_source_verification,official_league_or_team_source_manual_verify,yes,future_quarantine_download_intake_required,no,,,,,,data/assets/quarantine/review_only_candidates,download_approved|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use,https://www.thepwhl.com/en/teams/vancouver-goldeneyes,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/vancouver_goldeneyes.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_contact_sheet.csv,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,sport_family=womens_hockey; entity_id=vancouver_goldeneyes; candidate_id=vancouver_goldeneyes_team_profile_source_candidate_02,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path until named athlete evidence and a local candidate asset exist,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,,,,,,,,,,no,yes,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,review-only worksheet; generated human-decision cells are blank; no downloads; no approval-state changes; no headshot or marker writes
ND37,athlete_source_only_review,softball,Softball,athlete_photo,operator_add_player_from_league_player_index,carolina_blaze_league_player_index_candidate_03,source_candidate_only_local_asset_missing,1_source_verification,official_league_or_team_source_manual_verify,yes,future_quarantine_download_intake_required,no,,,,,,data/assets/quarantine/review_only_candidates,download_approved|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use,https://theausl.com/players/,data/asset_registry/softball/athlete_photo_contact_sheets/carolina_blaze.md,data/asset_registry/softball/softball_athlete_photo_contact_sheet.csv,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,sport_family=softball; entity_id=carolina_blaze; candidate_id=carolina_blaze_league_player_index_candidate_03,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path until named athlete evidence and a local candidate asset exist,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,,,,,,,,,,no,yes,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,review-only worksheet; generated human-decision cells are blank; no downloads; no approval-state changes; no headshot or marker writes
ND38,athlete_source_only_review,softball,Softball,athlete_photo,operator_add_player_from_team_roster,carolina_blaze_roster_source_candidate_01,source_candidate_only_local_asset_missing,1_source_verification,official_league_or_team_source_manual_verify,yes,future_quarantine_download_intake_required,no,,,,,,data/assets/quarantine/review_only_candidates,download_approved|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use,https://theausl.com/blaze/roster,data/asset_registry/softball/athlete_photo_contact_sheets/carolina_blaze.md,data/asset_registry/softball/softball_athlete_photo_contact_sheet.csv,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,sport_family=softball; entity_id=carolina_blaze; candidate_id=carolina_blaze_roster_source_candidate_01,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path until named athlete evidence and a local candidate asset exist,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,,,,,,,,,,no,yes,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,review-only worksheet; generated human-decision cells are blank; no downloads; no approval-state changes; no headshot or marker writes
ND39,athlete_source_only_review,softball,Softball,athlete_photo,operator_add_player_from_team_profile_source,carolina_blaze_team_profile_source_candidate_02,source_candidate_only_local_asset_missing,1_source_verification,official_league_or_team_source_manual_verify,yes,future_quarantine_download_intake_required,no,,,,,,data/assets/quarantine/review_only_candidates,download_approved|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use,https://theausl.com/blaze/,data/asset_registry/softball/athlete_photo_contact_sheets/carolina_blaze.md,data/asset_registry/softball/softball_athlete_photo_contact_sheet.csv,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,sport_family=softball; entity_id=carolina_blaze; candidate_id=carolina_blaze_team_profile_source_candidate_02,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path until named athlete evidence and a local candidate asset exist,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,,,,,,,,,,no,yes,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,review-only worksheet; generated human-decision cells are blank; no downloads; no approval-state changes; no headshot or marker writes
ND40,athlete_source_only_review,softball,Softball,athlete_photo,operator_add_player_from_league_player_index,chicago_bandits_league_player_index_candidate_03,source_candidate_only_local_asset_missing,1_source_verification,official_league_or_team_source_manual_verify,yes,future_quarantine_download_intake_required,no,,,,,,data/assets/quarantine/review_only_candidates,download_approved|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use,https://theausl.com/players/,data/asset_registry/softball/athlete_photo_contact_sheets/chicago_bandits.md,data/asset_registry/softball/softball_athlete_photo_contact_sheet.csv,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,sport_family=softball; entity_id=chicago_bandits; candidate_id=chicago_bandits_league_player_index_candidate_03,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path until named athlete evidence and a local candidate asset exist,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,,,,,,,,,,no,yes,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,review-only worksheet; generated human-decision cells are blank; no downloads; no approval-state changes; no headshot or marker writes
ND41,athlete_source_only_review,softball,Softball,athlete_photo,operator_add_player_from_team_roster,chicago_bandits_roster_source_candidate_01,source_candidate_only_local_asset_missing,1_source_verification,official_league_or_team_source_manual_verify,yes,future_quarantine_download_intake_required,no,,,,,,data/assets/quarantine/review_only_candidates,download_approved|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use,https://theausl.com/bandits/roster,data/asset_registry/softball/athlete_photo_contact_sheets/chicago_bandits.md,data/asset_registry/softball/softball_athlete_photo_contact_sheet.csv,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,sport_family=softball; entity_id=chicago_bandits; candidate_id=chicago_bandits_roster_source_candidate_01,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path until named athlete evidence and a local candidate asset exist,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,,,,,,,,,,no,yes,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,review-only worksheet; generated human-decision cells are blank; no downloads; no approval-state changes; no headshot or marker writes
ND42,athlete_source_only_review,softball,Softball,athlete_photo,operator_add_player_from_team_profile_source,chicago_bandits_team_profile_source_candidate_02,source_candidate_only_local_asset_missing,1_source_verification,official_league_or_team_source_manual_verify,yes,future_quarantine_download_intake_required,no,,,,,,data/assets/quarantine/review_only_candidates,download_approved|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use,https://theausl.com/bandits/,data/asset_registry/softball/athlete_photo_contact_sheets/chicago_bandits.md,data/asset_registry/softball/softball_athlete_photo_contact_sheet.csv,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,sport_family=softball; entity_id=chicago_bandits; candidate_id=chicago_bandits_team_profile_source_candidate_02,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path until named athlete evidence and a local candidate asset exist,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,,,,,,,,,,no,yes,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,review-only worksheet; generated human-decision cells are blank; no downloads; no approval-state changes; no headshot or marker writes
ND43,athlete_source_only_review,softball,Softball,athlete_photo,operator_add_player_from_league_player_index,oklahoma_city_spark_league_player_index_candidate_03,source_candidate_only_local_asset_missing,1_source_verification,official_league_or_team_source_manual_verify,yes,future_quarantine_download_intake_required,no,,,,,,data/assets/quarantine/review_only_candidates,download_approved|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use,https://theausl.com/players/,data/asset_registry/softball/athlete_photo_contact_sheets/oklahoma_city_spark.md,data/asset_registry/softball/softball_athlete_photo_contact_sheet.csv,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,sport_family=softball; entity_id=oklahoma_city_spark; candidate_id=oklahoma_city_spark_league_player_index_candidate_03,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path until named athlete evidence and a local candidate asset exist,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,,,,,,,,,,no,yes,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,review-only worksheet; generated human-decision cells are blank; no downloads; no approval-state changes; no headshot or marker writes
ND44,athlete_source_only_review,softball,Softball,athlete_photo,operator_add_player_from_team_roster,oklahoma_city_spark_roster_source_candidate_01,source_candidate_only_local_asset_missing,1_source_verification,official_league_or_team_source_manual_verify,yes,future_quarantine_download_intake_required,no,,,,,,data/assets/quarantine/review_only_candidates,download_approved|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use,https://theausl.com/spark/roster,data/asset_registry/softball/athlete_photo_contact_sheets/oklahoma_city_spark.md,data/asset_registry/softball/softball_athlete_photo_contact_sheet.csv,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,sport_family=softball; entity_id=oklahoma_city_spark; candidate_id=oklahoma_city_spark_roster_source_candidate_01,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path until named athlete evidence and a local candidate asset exist,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,,,,,,,,,,no,yes,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,review-only worksheet; generated human-decision cells are blank; no downloads; no approval-state changes; no headshot or marker writes
ND45,athlete_source_only_review,softball,Softball,athlete_photo,operator_add_player_from_team_profile_source,oklahoma_city_spark_team_profile_source_candidate_02,source_candidate_only_local_asset_missing,1_source_verification,official_league_or_team_source_manual_verify,yes,future_quarantine_download_intake_required,no,,,,,,data/assets/quarantine/review_only_candidates,download_approved|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use,https://theausl.com/spark/,data/asset_registry/softball/athlete_photo_contact_sheets/oklahoma_city_spark.md,data/asset_registry/softball/softball_athlete_photo_contact_sheet.csv,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,sport_family=softball; entity_id=oklahoma_city_spark; candidate_id=oklahoma_city_spark_team_profile_source_candidate_02,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path until named athlete evidence and a local candidate asset exist,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,,,,,,,,,,no,yes,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,review-only worksheet; generated human-decision cells are blank; no downloads; no approval-state changes; no headshot or marker writes
