review_order,batch_position,batch_bucket,sport_family,sport_label,asset_domain,display_name,candidate_id,review_state,source_url,evidence_to_open,board_to_open,intake_to_fill,fields_mike_can_fill_now,fields_to_keep_blank_or_held,do_not_touch,local_asset_present,current_source_reviewed,current_identity_status,local_asset_needed_later,guardrail_note
1,next_01,source_review_now,softball,Softball,athlete_photo,operator_add_player_from_league_player_index,carolina_blaze_league_player_index_candidate_03,source_candidate_only_local_asset_missing,https://theausl.com/players/,https://theausl.com/players/,data/asset_registry/softball/athlete_photo_contact_sheets/carolina_blaze.md,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,no,no,no,yes,review-only; no downloads; no approval-state changes; no headshot or marker writes
29,,source_review_now,womens_hockey,Women's Hockey,athlete_photo,operator_add_player_from_team_profile_source,las_vegas_team_profile_source_candidate_02,source_candidate_only_local_asset_missing,https://www.thepwhl.com/en/teams/las-vegas,https://www.thepwhl.com/en/teams/las-vegas,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/las_vegas.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,no,no,no,yes,review-only; no downloads; no approval-state changes; no headshot or marker writes
30,,source_review_now,womens_hockey,Women's Hockey,athlete_photo,operator_add_player_from_team_roster,las_vegas_roster_source_candidate_01,source_candidate_only_local_asset_missing,https://www.thepwhl.com/en/teams/las-vegas/roster,https://www.thepwhl.com/en/teams/las-vegas/roster,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/las_vegas.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,no,no,no,yes,review-only; no downloads; no approval-state changes; no headshot or marker writes
31,,source_review_now,womens_hockey,Women's Hockey,athlete_photo,operator_add_player_from_league_player_index,minnesota_frost_league_player_index_candidate_03,source_candidate_only_local_asset_missing,https://www.thepwhl.com/en/stats/player-stats,https://www.thepwhl.com/en/stats/player-stats,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/minnesota_frost.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,no,no,no,yes,review-only; no downloads; no approval-state changes; no headshot or marker writes
32,,source_review_now,womens_hockey,Women's Hockey,athlete_photo,operator_add_player_from_team_profile_source,minnesota_frost_team_profile_source_candidate_02,source_candidate_only_local_asset_missing,https://www.thepwhl.com/en/teams/minnesota-frost,https://www.thepwhl.com/en/teams/minnesota-frost,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/minnesota_frost.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,no,no,no,yes,review-only; no downloads; no approval-state changes; no headshot or marker writes
33,,source_review_now,womens_hockey,Women's Hockey,athlete_photo,operator_add_player_from_team_roster,minnesota_frost_roster_source_candidate_01,source_candidate_only_local_asset_missing,https://www.thepwhl.com/en/teams/minnesota-frost/roster,https://www.thepwhl.com/en/teams/minnesota-frost/roster,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/minnesota_frost.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,no,no,no,yes,review-only; no downloads; no approval-state changes; no headshot or marker writes
34,,source_review_now,womens_hockey,Women's Hockey,athlete_photo,operator_add_player_from_league_player_index,montreal_victoire_league_player_index_candidate_03,source_candidate_only_local_asset_missing,https://www.thepwhl.com/en/stats/player-stats,https://www.thepwhl.com/en/stats/player-stats,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/montreal_victoire.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,no,no,no,yes,review-only; no downloads; no approval-state changes; no headshot or marker writes
35,,source_review_now,womens_hockey,Women's Hockey,athlete_photo,operator_add_player_from_team_profile_source,montreal_victoire_team_profile_source_candidate_02,source_candidate_only_local_asset_missing,https://www.thepwhl.com/en/teams/montreal-victoire,https://www.thepwhl.com/en/teams/montreal-victoire,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/montreal_victoire.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,no,no,no,yes,review-only; no downloads; no approval-state changes; no headshot or marker writes
36,,source_review_now,womens_hockey,Women's Hockey,athlete_photo,operator_add_player_from_team_roster,montreal_victoire_roster_source_candidate_01,source_candidate_only_local_asset_missing,https://www.thepwhl.com/en/teams/montreal-victoire/roster,https://www.thepwhl.com/en/teams/montreal-victoire/roster,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/montreal_victoire.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,no,no,no,yes,review-only; no downloads; no approval-state changes; no headshot or marker writes
37,,source_review_now,womens_hockey,Women's Hockey,athlete_photo,operator_add_player_from_league_player_index,new_york_sirens_league_player_index_candidate_03,source_candidate_only_local_asset_missing,https://www.thepwhl.com/en/stats/player-stats,https://www.thepwhl.com/en/stats/player-stats,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/new_york_sirens.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,no,no,no,yes,review-only; no downloads; no approval-state changes; no headshot or marker writes
38,,source_review_now,womens_hockey,Women's Hockey,athlete_photo,operator_add_player_from_team_profile_source,new_york_sirens_team_profile_source_candidate_02,source_candidate_only_local_asset_missing,https://www.thepwhl.com/en/teams/new-york-sirens,https://www.thepwhl.com/en/teams/new-york-sirens,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/new_york_sirens.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,no,no,no,yes,review-only; no downloads; no approval-state changes; no headshot or marker writes
39,,source_review_now,womens_hockey,Women's Hockey,athlete_photo,operator_add_player_from_team_roster,new_york_sirens_roster_source_candidate_01,source_candidate_only_local_asset_missing,https://www.thepwhl.com/en/teams/new-york-sirens/roster,https://www.thepwhl.com/en/teams/new-york-sirens/roster,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/new_york_sirens.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,no,no,no,yes,review-only; no downloads; no approval-state changes; no headshot or marker writes
40,,source_review_now,womens_hockey,Women's Hockey,athlete_photo,operator_add_player_from_league_player_index,ottawa_charge_league_player_index_candidate_03,source_candidate_only_local_asset_missing,https://www.thepwhl.com/en/stats/player-stats,https://www.thepwhl.com/en/stats/player-stats,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/ottawa_charge.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,no,no,no,yes,review-only; no downloads; no approval-state changes; no headshot or marker writes
41,,source_review_now,womens_hockey,Women's Hockey,athlete_photo,operator_add_player_from_team_profile_source,ottawa_charge_team_profile_source_candidate_02,source_candidate_only_local_asset_missing,https://www.thepwhl.com/en/teams/ottawa-charge,https://www.thepwhl.com/en/teams/ottawa-charge,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/ottawa_charge.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,no,no,no,yes,review-only; no downloads; no approval-state changes; no headshot or marker writes
42,,source_review_now,womens_hockey,Women's Hockey,athlete_photo,operator_add_player_from_team_roster,ottawa_charge_roster_source_candidate_01,source_candidate_only_local_asset_missing,https://www.thepwhl.com/en/teams/ottawa-charge/roster,https://www.thepwhl.com/en/teams/ottawa-charge/roster,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/ottawa_charge.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,no,no,no,yes,review-only; no downloads; no approval-state changes; no headshot or marker writes
43,,source_review_now,womens_hockey,Women's Hockey,athlete_photo,operator_add_player_from_league_player_index,san_jose_league_player_index_candidate_03,source_candidate_only_local_asset_missing,https://www.thepwhl.com/en/stats/player-stats,https://www.thepwhl.com/en/stats/player-stats,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/san_jose.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,no,no,no,yes,review-only; no downloads; no approval-state changes; no headshot or marker writes
44,,source_review_now,womens_hockey,Women's Hockey,athlete_photo,operator_add_player_from_team_profile_source,san_jose_team_profile_source_candidate_02,source_candidate_only_local_asset_missing,https://www.thepwhl.com/en/teams/san-jose,https://www.thepwhl.com/en/teams/san-jose,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/san_jose.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,no,no,no,yes,review-only; no downloads; no approval-state changes; no headshot or marker writes
45,,source_review_now,womens_hockey,Women's Hockey,athlete_photo,operator_add_player_from_team_roster,san_jose_roster_source_candidate_01,source_candidate_only_local_asset_missing,https://www.thepwhl.com/en/teams/san-jose/roster,https://www.thepwhl.com/en/teams/san-jose/roster,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/san_jose.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,no,no,no,yes,review-only; no downloads; no approval-state changes; no headshot or marker writes
46,,source_review_now,womens_hockey,Women's Hockey,athlete_photo,operator_add_player_from_league_player_index,seattle_torrent_league_player_index_candidate_03,source_candidate_only_local_asset_missing,https://www.thepwhl.com/en/stats/player-stats,https://www.thepwhl.com/en/stats/player-stats,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/seattle_torrent.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,no,no,no,yes,review-only; no downloads; no approval-state changes; no headshot or marker writes
47,,source_review_now,womens_hockey,Women's Hockey,athlete_photo,operator_add_player_from_team_profile_source,seattle_torrent_team_profile_source_candidate_02,source_candidate_only_local_asset_missing,https://www.thepwhl.com/en/teams/seattle-torrent,https://www.thepwhl.com/en/teams/seattle-torrent,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/seattle_torrent.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,no,no,no,yes,review-only; no downloads; no approval-state changes; no headshot or marker writes
48,,source_review_now,womens_hockey,Women's Hockey,athlete_photo,operator_add_player_from_team_roster,seattle_torrent_roster_source_candidate_01,source_candidate_only_local_asset_missing,https://www.thepwhl.com/en/teams/seattle-torrent/roster,https://www.thepwhl.com/en/teams/seattle-torrent/roster,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/seattle_torrent.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,no,no,no,yes,review-only; no downloads; no approval-state changes; no headshot or marker writes
49,,source_review_now,womens_hockey,Women's Hockey,athlete_photo,operator_add_player_from_league_player_index,toronto_sceptres_league_player_index_candidate_03,source_candidate_only_local_asset_missing,https://www.thepwhl.com/en/stats/player-stats,https://www.thepwhl.com/en/stats/player-stats,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/toronto_sceptres.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,no,no,no,yes,review-only; no downloads; no approval-state changes; no headshot or marker writes
50,,source_review_now,womens_hockey,Women's Hockey,athlete_photo,operator_add_player_from_team_profile_source,toronto_sceptres_team_profile_source_candidate_02,source_candidate_only_local_asset_missing,https://www.thepwhl.com/en/teams/toronto-sceptres,https://www.thepwhl.com/en/teams/toronto-sceptres,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/toronto_sceptres.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,no,no,no,yes,review-only; no downloads; no approval-state changes; no headshot or marker writes
51,,source_review_now,womens_hockey,Women's Hockey,athlete_photo,operator_add_player_from_team_roster,toronto_sceptres_roster_source_candidate_01,source_candidate_only_local_asset_missing,https://www.thepwhl.com/en/teams/toronto-sceptres/roster,https://www.thepwhl.com/en/teams/toronto-sceptres/roster,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/toronto_sceptres.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,no,no,no,yes,review-only; no downloads; no approval-state changes; no headshot or marker writes
52,,source_review_now,womens_hockey,Women's Hockey,athlete_photo,operator_add_player_from_league_player_index,vancouver_goldeneyes_league_player_index_candidate_03,source_candidate_only_local_asset_missing,https://www.thepwhl.com/en/stats/player-stats,https://www.thepwhl.com/en/stats/player-stats,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/vancouver_goldeneyes.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,no,no,no,yes,review-only; no downloads; no approval-state changes; no headshot or marker writes
53,,source_review_now,womens_hockey,Women's Hockey,athlete_photo,operator_add_player_from_team_profile_source,vancouver_goldeneyes_team_profile_source_candidate_02,source_candidate_only_local_asset_missing,https://www.thepwhl.com/en/teams/vancouver-goldeneyes,https://www.thepwhl.com/en/teams/vancouver-goldeneyes,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/vancouver_goldeneyes.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,no,no,no,yes,review-only; no downloads; no approval-state changes; no headshot or marker writes
54,,source_review_now,womens_hockey,Women's Hockey,athlete_photo,operator_add_player_from_team_roster,vancouver_goldeneyes_roster_source_candidate_01,source_candidate_only_local_asset_missing,https://www.thepwhl.com/en/teams/vancouver-goldeneyes/roster,https://www.thepwhl.com/en/teams/vancouver-goldeneyes/roster,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/vancouver_goldeneyes.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,no,no,no,yes,review-only; no downloads; no approval-state changes; no headshot or marker writes
55,,source_already_reviewed_wait_for_local_asset,softball,Softball,logo,Athletes Unlimited Softball League,league_mark,source_candidate_only_local_logo_missing,https://theausl.com/,https://theausl.com/,data/asset_registry/softball/softball_logo_contact_sheet.md,data/asset_registry/softball/softball_logo_review_intake.csv,none unless Mike is correcting a human-entered source review after reopening the source page,registry_action=hold_no_registry_state_change_until_local_logo_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,local asset files; approval_status; registry_action; publish_ready; auto_approval; auto_publish; move_files; paid_apis; asset_downloads,no,yes,yes,yes,review-only; no downloads; no approval-state changes; no headshot or marker writes
